tweet,date,comments,shares,likes,views,language,sentiment
"La crisis de la COVID, la emergencia climática, la pérdida de biodiversidad... Este 2021 tendremos que afrontar muchas amenazas que no pueden seguir siendo ignoradas.Aquí nos muestran 12 retos ambientales para el próximo año.  https:// -climatico/20201227/6145992/2021-retos-medio-ambiente-ano.html …",2020-12-30T21:22:00.000Z,2.0,26.0,54.0,,es,0
Islas flotantes que convierten CO2 en combustible: ¿Solución al cambio climático ?,2020-12-30T16:16:02.000Z,,,,,es,1
 Cambio climático : los mitos en torno a una realidad https:// limatico/ …,2020-12-30T18:40:28.000Z,,,,,es,0
El rocanrol en peligro por el cambio climático : escasea la madera para fabricar guitarras https:// -peligro-por-el-cambio-climatico-escasea-la-madera-para-fabricar-guitarras/ … a través de @noticias_tierra,2020-12-30T19:53:21.000Z,,1.0,1.0,,es,0
"Australia has been ranked last among 60 countries on climate  change policy in the annual Climate  Change Performance Index report. In the wake of the Black Summer bushfires, climatologist @MichaelEMann faced off with Barnaby Joyce on #60Mins over the government’s climate inaction.",2021-11-11T01:52:12.000Z,196.0,1000.0,2000.0,,en,0
"I spoke at COP26 in Glasgow about what’s happened in the six years since the Paris Agreement, and how much further we still need to go to control climate  change .",2021-11-09T23:17:03.000Z,871.0,2000.0,16000.0,,en,0
India’s Panchamrut that will power our fight against climate  change .,2021-11-02T07:37:06.000Z,446.0,3000.0,14000.0,,en,1
The Build Back Better Framework and Bipartisan Infrastructure Deal represent the largest effort to combat climate  change in our nation’s history. It’s time for Congress to act.,2021-11-04T12:00:03.000Z,646.0,772.0,4000.0,,en,1
"Young people like @JackHarries and our @ObamaFoundation leaders are using their platforms to pressure the world on climate  change . As we move forward with the Glasgow pact, we must listen and follow through on our commitments to protect our planet and secure a better future.",2021-11-14T17:46:04.000Z,734.0,2000.0,11000.0,,en,1
"Biden nominee Saule Omarova saying the quiet part out loud. On the oil, coal and gas industries:""We want them to go bankrupt if we want to tackle climate  change .""",2021-11-09T21:10:04.000Z,902.0,2000.0,2000.0,,en,0
A Labour leader ignoring young people who are worried about climate  change is a dreadful look.,2021-09-26T15:03:04.000Z,165.0,808.0,3000.0,,en,0
"Dear commuters: we are interrupting traffic this morning not to annoy you, but to force the public to confront the true dangers of unchecked climate  change . If we do not act today, if @potus does not act today, NYC will be underwater by 2100. It's a matter of life and death.",2021-10-25T12:44:23.000Z,3000.0,1000.0,1000.0,,en,0
"Who knew Boris Johnson used to get his climate  change info from, anti-vaxxer, Piers Corbyn.",2021-09-20T11:31:58.000Z,290.0,2000.0,3000.0,,en,0
We can no longer ignore the climate crisis. It's time to stop making excuses and start making changes !Let's take #ClimateAction before it’s too late: http:// via @UNDP  #DontChooseExtinction,2021-10-27T19:04:00.000Z,4000.0,8000.0,9000.0,,en,0
"In OpinionCities blanketed in dust. Graveyards swallowed by the sea. For years, scientists have sounded the alarm. Now it’s here.This is “Postcards From a World on Fire,” a look at climate  change in 193 countries. https://",2021-12-13T13:40:05.000Z,648.0,4000.0,8000.0,,en,0
President Biden is in Glasgow today meeting with leaders from around the world about fighting climate  change . National Climate Advisor Gina McCarthy explains what @COP26 is and why it’s so important:,2021-11-01T12:33:11.000Z,720.0,700.0,3000.0,,en,0
"PM Boris Johnson says he is ""not in favour"" of a proposed UK coal mine, but that the decision ""is not mine to make"", ahead of the landmark climate  change conference in Glasgow #COP26BBC  https://",2021-11-01T07:22:06.000Z,1000.0,1000.0,3000.0,,en,0
Here’s Jacob Rees-MoggSaying there’s no point tackling climate  change as we won’t see effects of doing so for 100+ yearsAnd yet…The very same Jacob-Rees Mogg felt there was every need for Brexit despite saying benefits might not be felt for 50 yearsWhy might that be?,2021-08-09T16:28:33.000Z,448.0,1000.0,4000.0,,en,0
"Super excited to finally share this updated analysis on the countries most responsible for climate  change , now including all sources of CO2:US 509GtCO2CN 284RU 172BR 113ID 103DE 88IN 86UK 74JP 68CA 651/n   ",2021-10-05T06:02:23.000Z,222.0,4000.0,6000.0,,en,1
"Joe Manchin just got his silver Maserati blocked in a DC garage by the Sunrise Movement, protesting the need to focus on climate  change . Buckle up people in Congress:  like the environment, things are only going to get more extreme.",2021-11-05T13:59:06.000Z,338.0,1000.0,5000.0,,en,0
"Eerie view on satellite imagery showing the #MarshallFire , which has torched at least 1,200 acres. Evacuations ongoing.This is strongly tied to climate  change . Denver has seen only 0.3"" on snow and latest first snow on record. 22% of state is under ""extreme"" drought. @MyRadarWX",2021-12-30T23:54:25.000Z,2.0,12.0,38.0,,en,0
I’ve gone off Boris but not the Conservatives…Boris saying “We can end climate  change ” has ended my support for him” Also If the Conservatives don’t get a grip immediately on illegal immigration my support is ending for all of you too. Sorry about this x,2021-11-10T22:44:18.000Z,198.0,327.0,1000.0,,en,0
"Five years ago, the Paris Agreement went into effect. Paris provided an important framework in the fight against climate  change , but it wasn’t enough. That’s why I’ll be speaking in Glasgow on Monday about the road ahead and what young people in particular can do to help.",2021-11-04T20:01:48.000Z,1000.0,1000.0,15000.0,,en,0
"Landed in Glasgow. Will be joining the @COP26 Summit, where I look forward to working with other world leaders on mitigating climate  change and articulating India’s efforts in this regard.",2021-10-31T22:36:59.000Z,333.0,2000.0,13000.0,,en,1
"“We have to drag our leaders to lead us,” comedian and podcaster Dan Ilic says about crowdfunding a Times Square billboard calling out lawmakers’ inaction on climate  change .",2021-10-15T22:09:57.000Z,450.0,3000.0,8000.0,,en,0
"After announcing joint ""cooperation"" with China on climate  change , John Kerry chuckles when pressed on China's use of slave labor to build solar panels:""Not my lane""",2021-11-11T04:04:19.000Z,392.0,1000.0,2000.0,,en,0
"If anyone thinks climate  change hasn't happened yet, this is Germany right now. At least 58 people have died so far. This kind of event is now happening regularly all over the world. What are you going to do about it?",2021-07-15T21:12:39.000Z,344.0,1000.0,2000.0,,en,0
"""I believe that every choice we make is the beginning of change , not the end,"" said Kim Nam-joon of BTS.BTS's seven members used their UN speech to promote vaccines and praise young people's resilience in the face of the pandemic and climate  change . https://",2021-09-21T07:40:06.000Z,187.0,1000.0,3000.0,,en,0
Anybody else believe climate  change is a load of lies?,2021-08-10T08:16:30.000Z,909.0,422.0,3000.0,,en,0
I think of this image every time some journalist complains about climate  change protesters disrupting traffic…..,2021-11-11T21:32:07.000Z,448.0,15000.0,61000.0,,en,0
"I am from one of the smallest inhabited islands on earth. Our graves are only 3' deep because of the water table. If the climate  changes , we would be the first to know. It is bullshite.",2021-10-31T20:52:04.000Z,498.0,6000.0,22000.0,,en,0
Had an excellent meeting with @BillGates at the @COP26 Summit. We discussed a wide range of subjects including ways to strengthen global efforts towards overcoming climate  change .,2021-11-02T16:43:22.000Z,550.0,3000.0,29000.0,,en,1
Had an outstanding meeting with @POTUS  @JoeBiden . His leadership on critical global issues is commendable. We discussed how India and USA will further scale-up cooperation in different spheres and work together to overcome key challenges like COVID-19 and climate  change .,2021-09-24T17:06:51.000Z,1000.0,10000.0,67000.0,,en,1
The science is clear: We have only a brief window to raise our ambition and rise to meet the threat of climate  change . We can do it if the world comes together with determination and ambition.That’s what COP26 is about — and that’s the case I made today in Glasgow.,2021-11-01T22:02:34.000Z,1000.0,1000.0,7000.0,,en,0
Glasgow. COP26. Marching for action on climate  change . Biggest flags on display? Take a wild guess…,2021-11-05T15:50:48.000Z,251.0,508.0,2000.0,,en,0
"MSG FROM YOUR CALI GURL Don’t roll back the progress our great state has made on COVID, climate  change , gun safety & healthcare Check for your ballot Vote #NoOnRecall  Drop your ballot in the nearest mailbox, ballot drop box, or early voting location by 9/14",2021-08-27T22:01:26.000Z,443.0,884.0,5000.0,,en,0
These maniacs are flipping coins into a fountain for good luck on fighting climate  change after they flew their private jets to hang out and talk.Stop the madness.,2021-11-01T18:54:15.000Z,504.0,1000.0,10000.0,,en,0
New York's infrastructure is completely unprepared for climate  change,2021-09-02T02:47:45.000Z,223.0,2000.0,4000.0,,en,0
My car won't start. What was the cause:1) Systemic racism2) Climate  Change 3) Donald Trump4) Left my lights on,2021-07-17T23:20:07.000Z,1000.0,693.0,3000.0,,en,0
"""If you have all the powers of Superman, what would you do?""Answer: ""Walk around and protest climate  change while abusing my father's legacy for extra clout.""",2021-10-15T17:05:39.000Z,464.0,772.0,4000.0,,en,0
"A hotter future is now ""locked in"" due to lack of action on CO2 emissions, says a major UN report — calling it a ""code red"" for humanity. Humans ""unequivocally"" to blame for climate crisis Temps may hit Paris limit in 20 years Rapid, major emissions changes needed",2021-08-09T12:34:49.000Z,299.0,13000.0,11000.0,,en,0
"All I want for 2022 is an end to COVID.And climate  change reversal. And for my husband to get a route that lets him come home *before* 8:30 PM, ending my son's nightly routine of watching a video Daddy recorded instead of being tucked in by him. And no more adult acne.",2021-12-30T23:52:00.000Z,1.0,,16.0,,en,0
"Insane levels of propaganda in the U.K blaming heart related issues on climate  change , Christmas trees and get this too much freedom. LOL LMAO HAHAHAHAHAHHAHAHAHAHAHAHAAHHAHAHA",2021-12-15T23:17:19.000Z,616.0,5000.0,13000.0,,en,0
"The Bipartisan Infrastructure Deal makes the largest investment in our nation’s bridges since the interstate highway system was constructed. It will repair and rebuild our roads and bridges with a focus on climate  change mitigation, resilience, equity, and safety for all users.",2021-11-09T14:00:12.000Z,892.0,990.0,4000.0,,en,1
Here lately I find myself asking are these hot flashes or is this climate  change /global warming? I am hot as hell!!!,2021-12-30T23:39:32.000Z,1.0,,4.0,,en,0
Australia's pledge is a start. I've now urged @ScottMorrisonMP to show us a concrete plan to halve emissions by 2030. I've given him a copy of Fiji's Climate  Change Act as a guide –– it is our uniquely Fijian way of following the science to keep faith with future generations.,2021-11-01T13:15:15.000Z,267.0,1000.0,5000.0,,en,1
"Big News: Mask and vaccine mandates are supported my a sizable majority according to this Fox News Poll, sorry Fox.**Also the poll indicates 56% of voters support an infrastructure bill that has spending to address climate  change , health care, and childcare.Let’s pass it",2021-09-19T22:20:18.000Z,468.0,1000.0,6000.0,,en,0
"ClimateChange 2021: the Physical Science Basis - provides the most updated physical understanding of the climate system and #climatechange  , combining the latest advances in climate science, and multiple lines of evidence.  https://   https://",2021-08-09T08:39:34.000Z,293.0,7000.0,7000.0,,en,0
I’ma say this again.A hurricane. Went from New Orleans. To New York. OVER LAND. And had enough juice to spawn tornadoes and shut down THE WHOLE SUBWAY.But this is just normal and we don’t need to mitigate climate  change in any way.,2021-09-02T03:33:21.000Z,451.0,27000.0,102000.0,,en,0
"Hey, you guys hear about this "" climate  change "" thing? It sounds kinda bad.",2021-08-26T02:04:57.000Z,175.0,814.0,7000.0,,en,0
"is committed to a strong and prosperous future for the Commonwealth. On my first day as Foreign Secretary, I chaired a meeting of Commonwealth Foreign Ministers to discuss vital issues we face: boosting trade building back better from Covid tackling climate  change",2021-09-16T14:44:59.000Z,1000.0,531.0,2000.0,,en,1
Climate  change is already ravaging our world.  It’s not a hypothetical threat — it’s destroying people’s lives and livelihoods every day. We have to act.,2021-11-01T19:02:16.000Z,4000.0,4000.0,29000.0,,en,0
"Our world is embarking on a new era. The challenges we face—from climate  change to cyberattacks—demand a concerted response. Our partnerships in Southeast Asia are of mutual importance to the health of our people, the strength of our economies, and our collective security.",2021-08-25T11:54:39.000Z,728.0,1000.0,5000.0,,en,0
Catching up with Nicola Sturgeon at the COP26 summit. Climate  change is one of the greatest threats facing this generation. We have a time-sensitive opportunity to redirect the terrible path we are on. #ClimateAction  #COP26,2021-11-01T12:16:23.000Z,210.0,519.0,3000.0,,en,0
"So. Damn. Disappointing. Full page ad in @THEAGE for anti-vaxx, anti-mask, climate  change denying, riot-agitating, covid-misinformation-spreading, Craig Kelly. #Auspol  #CovidVic  #covid19aus  @slpng_giants_oz",2021-09-26T06:48:55.000Z,215.0,459.0,1000.0,,en,0
"If we do not move aggressively to combat climate  change and if we allow the planet to become increasingly unlivable, we will be showing absolute contempt for our younger generation. It would be grossly immoral to turn our backs on our kids and grandchildren. We must act now.",2021-09-08T16:25:58.000Z,591.0,2000.0,14000.0,,en,0
"BREAKING: world's scientists show that without immediate, total system change the activities of the global growth economy will lead us to mass death and extinctions by around 2045",2021-10-29T18:51:12.000Z,437.0,5000.0,12000.0,,en,0
"The Build Back Better Framework will be the largest effort to combat climate  change in American history—and through this effort, we’ll grow industries here in the United States; create good-paying union jobs; and combat environmental injustice.",2021-11-13T23:53:00.000Z,1000.0,2000.0,13000.0,,en,1
"Lowering the costs of child care, elder care, housing, health care, prescription drugs — and meeting the moment on climate  change .That’s what my Build Back Better Act does.",2021-12-12T14:18:38.000Z,2000.0,4000.0,28000.0,,en,0
"I am currently dangling from a tripod, blocking the entrance to @rbc , the 5th largest fossil fuel funder in the world because decades of politely asking banks to stop fueling climate  change hasn’t worked.",2021-12-07T13:55:01.000Z,646.0,970.0,3000.0,,en,0
Climate  change is an existential threat to our planet. That’s why the Build Back Better Framework will be an unprecedented effort to combat climate  change and puts the United States on track to meet our target of reducing greenhouse gas emissions in half by the year 2030.,2021-11-07T20:38:00.000Z,1000.0,1000.0,12000.0,,en,0
"When we pass the reconciliation bill, we will:- lower RX drug prices - provide paid family leave to every worker- dramatically lower the cost of child care- finally lead the world in the fight against climate  change We cannot let powerful special interests stand in our way.",2021-09-18T17:31:11.000Z,432.0,1000.0,8000.0,,en,0
We have a choice to make. We can listen to the climate deniers and not worry about the impact of climate  change and turn our backs on our kids and grandkids.Or we can listen to the scientists who tell us that we must act boldly and aggressively to prevent a climate catastrophe.,2021-09-08T02:09:00.000Z,579.0,1000.0,9000.0,,en,0
"Should we tell young people of this country, 'sorry, taking on the crisis of climate  change just isn't that important'? Should we tell working families, 'sorry, we're not going to make child care affordable'? $3.5 trillion IS the compromise. Let's get this done.",2021-09-23T17:25:00.000Z,529.0,1000.0,7000.0,,en,0
"Dana Perino: ""It's as if, for comparison's sake, imagine that ExxonMobil was writing specific guidance on climate  change issues and giving it to a Republican administration at the Department of Energy and they issued it.""",2021-05-03T18:49:37.000Z,433.0,1000.0,2000.0,,en,0
"Battlefield 2042 includes a climate apocalypse and refugee populations, but DICE claims they're purely for ""gameplay reasons"" and aren't social commentary. https://",2021-06-09T16:31:02.000Z,578.0,1000.0,5000.0,,en,0
July was the hottest month in recorded history. I will say that again — we just experienced the hottest month EVER in the history of the planet. I do not want future generations to look back on this moment and ask why we did not do all we could to address climate  change .,2021-08-13T20:04:00.000Z,3000.0,5000.0,32000.0,,en,0
"California is burning. Oregon is burning. Greece is burning. There is historic drought hitting virtually every country on the planet.NEWSFLASH! Climate  change is real! And yeah, the United States has got to get its act together and lead on addressing the climate crisis.",2021-08-11T19:15:00.000Z,1000.0,6000.0,40000.0,,en,0
late to respond to bushfireslate to order vaccinationslate to build quarantine facilitieslate to support lockdownslate to financially support victorialate to respond to sexual assaultlate to respond to climate  change  @ScottMorrisonMP is the #sameguy … late to everything.,2021-08-16T23:22:44.000Z,330.0,1000.0,4000.0,,en,0
The immense devastation caused in Louisiana and in Mississippi by Hurricane Ida will become our new normal unless we get our act together and take bold action to combat climate  change NOW.,2021-08-30T23:40:38.000Z,514.0,1000.0,12000.0,,en,0
There you go .. it's official IMF: Worlds needs a Monetary Reset 'to stop runaway climate  change '.. https:// ft/fandd/2019/12/pdf/a-new-sustainable-financial-system-to-stop-climate-change-carney.pdf …,2021-04-09T08:21:39.000Z,206.0,979.0,2000.0,,en,0
"For whatever reason, there are pundits out there who say we should compromise even more and cut back on addressing the long-neglected problems facing working families as well as climate  change .REALLY?Please tell me where we should cut.",2021-09-29T16:12:19.000Z,495.0,1000.0,6000.0,,en,0
"Together, the Bipartisan Infrastructure Law and Build Back Better Act will create millions of jobs, lower costs for working families, and meet the moment on climate  change . These are transformative investments in the American people and our future.",2021-11-18T00:29:01.000Z,1000.0,1000.0,8000.0,,en,1
CLIMATE  CHANGE ♡ #Final_activity  #GE_STS,2021-12-30T07:47:41.000Z,,1.0,11.0,,fr,1
Climate  change ammirite?,2021-12-27T17:24:15.000Z,,1.0,16.0,,fr,0
Climate  change c. 2019-present“Scene of Deluge” 1827. Joseph Desire Court. French 1797-1865. Oil on canvas.,2021-12-29T07:38:31.000Z,,2.0,10.0,,fr,0
Climate  change :,2021-12-29T07:36:04.000Z,13.0,107.0,175.0,,fr,0
Climate  Change !,2021-02-15T09:08:35.000Z,659.0,8000.0,33000.0,,fr,0
Climate  change,2021-12-29T03:55:21.000Z,,,1.0,,fr,0
Climate  change ...,2021-12-29T21:17:58.000Z,,,,,fr,0
cLiMatE  chAnGE,2021-12-30T16:32:12.000Z,,,2.0,,fr,0
Climate  change,2021-12-30T16:42:02.000Z,1.0,,,,fr,0
FHFA Releases Statement on Climate  Change  http://  http://  #dfwrealtor  #dfwre  #jasonabalos,2021-12-29T18:19:36.000Z,,,,,fr,0
climate  change deniers explain this,2021-12-29T16:43:03.000Z,3.0,,7.0,,fr,0
climate  change :(,2021-12-30T06:09:33.000Z,,,1.0,,fr,0
#STEVE : climate  change can change soil #YURA :,2021-12-28T17:10:26.000Z,2.0,1.0,27.0,,fr,0
Climate  change .,2021-12-29T07:32:01.000Z,1.0,3.0,13.0,,fr,0
Climate  change ,2021-12-30T20:15:32.000Z,,,1.0,,fr,0
Vancouver Airport- Climate  Change !,2021-12-30T17:53:00.000Z,,,,,fr,0
climate  change .,2021-12-30T00:07:44.000Z,1.0,1.0,1.0,,fr,0
YYCC #9 Cancer & Climate  Change (Avec Brendan Kelly),2021-12-29T03:51:40.000Z,,,,,fr,0
Climate  Change,2021-12-28T03:59:02.000Z,,,,,fr,0
Climate  change,2021-12-29T02:16:25.000Z,,,1.0,,fr,0
"“L’Allemagne va ‘probablement rater’ ses objectifs climat pour 2022, 2023”, avoue le nouveau ministre de l’Energie, tout en confirmant la fermeture des centrales nucléaires: la priorité donnée à la réduction du CO2 est une vaste blague.:)",2021-12-30T06:32:05.000Z,25.0,267.0,649.0,,fr,0
 Climate  Change ! Climate  Change ! https:// /destinydan_/status/1476111162391552008 …,2021-12-29T09:24:11.000Z,,,1.0,,fr,0
FHFA Releases Statement on Climate  Change  https://  #RealEstate,2021-12-29T17:35:48.000Z,,,,,fr,0
CLIMATE  CHANGE ,2021-12-28T14:54:01.000Z,,,,,fr,0
"Dès mars, la pub pour les VAM devra indiquer : «pour les trajets courts, privilégiez la marche ou le vélo», «pensez à covoiturer» ou «au quotidien, prenez les transports en commun». Les constructeurs devront aussi faire figurer la classe d’émissions de CO2 https:// le/2021/12/29/pensez-a-covoiturer-prenez-les-transports-en-commun-de-nouveaux-messages-obligatoires-sur-les-publicites-automobiles_6107611_3234.html?s=09 …",2021-12-30T06:11:46.000Z,1.0,,2.0,,fr,0
Climate  Change .,2021-12-27T18:58:31.000Z,,,,,fr,0
Climate  Change,2021-12-29T22:32:29.000Z,1.0,,,,fr,0
Climate  change .,2021-12-28T17:01:56.000Z,,1.0,1.0,,fr,0
"""C'est très clairement un dérèglement d'avoir des températures aussi douces comme ça en hiver et de façon généralisée pendant plusieurs jours...C'est une perturbation sur la végétation et sur les écosystèmes."" https:// -est-tres-clairement-un-dereglement-d-avoir-des-temperatures-aussi-douces-en-hiver-explique-un-climatologue_4896395.html?s=09 …",2021-12-28T14:43:41.000Z,,1.0,2.0,,fr,0
Nous pouvons tous arrêter le changement climatique!'We all can stop climate  change !' https:// Cj0KCQiA5aWOBhDMARIsAIXLlkdGSVieTjxq5YE3m-NBxsCfej1tD4EGHq2acaZlHamZ5L-Pq9Rwf-EaAvyGEALw_wcB …,2021-12-29T04:02:52.000Z,,,,,fr,0
#ClimateChange  - Quebec’s International Garden Festival confronts climate  change . https:// rchitecture/article-quebecs-international-garden-festival-confronts-climate-change/?utm_medium=Referrer:+Social+Network+/+Media&utm_campaign=Shared+Web+Article+Links … via @SMAdesign,2021-12-29T16:18:17.000Z,,1.0,1.0,,fr,0
Abrupt Climate  Change .,2021-12-29T03:32:51.000Z,,,,,fr,0
Climate  change deniers:,2021-12-30T05:57:33.000Z,,,,,fr,0
Climate  change !,2021-12-28T23:51:34.000Z,6.0,17.0,226.0,,fr,0
"Allemagne« Le ministre de l'Économie Robert Habeck s'attend à ce que la transition verte provoque ""de la déception et peut-être de la colère"" d’une partie de la population »Les objectifs #climatiques 2022 et 2023 ne seront probablement pas atteints https:// y-climate-change-targets-2022-2023-emissions/ …",2021-12-30T17:09:10.000Z,16.0,56.0,153.0,,fr,0
Climate  change   https:// /OnTheRoad34/status/1471056753748025344 …,2021-12-28T18:20:26.000Z,,,1.0,,fr,0
"""Le Myanmar - l’autre nom de la Birmanie - va devenir un État failli et de nouvelles forces vont profiter de cet échec pour... raser des forêts qui constituent l’une des grandes zones de biodiversité du monde, et promouvoir le trafic d’animaux sauvages"". https:// olitique/geopolitique-du-mardi-28-decembre-2021?s=09 …",2021-12-29T06:18:32.000Z,,,,,fr,0
"#Retour sur la rencontre du Secrétaire général @AntonioGuterres avec @LeoDiCaprio , Messager de la paix de l'ONU sur la question du #climat , lors de la #COP26 à Glasgow, en Écosse, en novembre dernier. https:// ge/cop26 …",2021-12-29T05:03:00.000Z,,12.0,56.0,,fr,0
"Le Chili est le premier Pays à réécrire sa constitution pour l'adapter au changement climatique.Chile Rewrites Its Constitution, Confronting Climate  Change Head On https:// mate/chile-constitution-climate-change.html?smid=tw-share …",2021-12-28T19:32:35.000Z,,,,,fr,1
Climate  change ,2021-12-28T17:05:18.000Z,,,,,fr,0
""" Climate  change movie important.""",2021-12-27T20:18:22.000Z,,,1.0,,fr,0
"La #finance est un facteur clé pour la réussite de la planification et de la mise en œuvre des PNA.Pour en savoir plus, consultez le cours en ligne ""Maîtriser les plans nationaux d'adaptation: du début à la fin""!  https:// p?id=144&page=overview …",2021-12-28T16:15:00.000Z,,,,,fr,1
"Climate  change challenge https:// 5,w,climate-change-challenge.html …  #iftRosenheim  #RosenheimConference  @IftRosenheim",2021-12-28T16:38:55.000Z,,,,,fr,0
Climate  change  #ClimateActionNow  #ClimateCrisis  #WinterABC2021  #ClimateSolutions,2021-12-30T21:39:57.000Z,,,,,fr,0
“ Climate  change ”,2021-12-30T02:56:55.000Z,,,1.0,,fr,0
End climate  change .,2021-10-08T23:41:32.000Z,1000.0,567.0,4000.0,,fr,0
Climate  change   https:// /TheJuggernaut88/status/1475967485727756291 …,2021-12-29T17:49:17.000Z,,,1.0,,fr,0
Environment and Climate  Change,2021-12-30T23:00:39.000Z,,,,,fr,0
Climate  change  https:// /disclosetv/status/1472948724120883205 …,2021-12-28T18:19:46.000Z,,,,,fr,0
La mauvaise repartition des pluies et des poches de sécheresse souvent enregistrées à cause du changement climatique affectent les activités agricoles et réduit les revenus des producteurs au #Bénin .  /,2021-12-29T19:42:45.000Z,1.0,6.0,7.0,,fr,0
"Mon passage @LCP . Les décroissants, comme @sandrousseau , veulent assigner l'humanité à la misère perpétuelle. Ils oublient que c'est pour des motifs matériels que nous combattons le changement climatique , à supposer qu'ils soient sincères dans leur démarche. Ce qui se discute.",2021-11-05T09:31:11.000Z,183.0,558.0,2000.0,,fr,0
"Dans l'extrême sud du #Chili  , une expédition scientifique tente de mesurer l'impact mondial du changement climatique dans les eaux préservées de ce ""bout du monde"".Les spécialistes espèrent que 2022 sera l'année du changement",2021-12-30T16:10:00.000Z,,11.0,26.0,,fr,1
#OdysséeSensorielle | L’hiver est arrivé ! Enfilez l’écharpe et le bonnet : direction le Grand Nord. Ce milieu révèle une riche biodiversité mais les effets du changement climatique obligent les espèces à changer leur mode de vie  https://  @Sensory_Odyssey,2021-12-30T11:30:00.000Z,,7.0,12.0,,fr,1
"Preuve que l'homme est responsable du changement climatique , la température du Vélodrome a chuté en quelques secondes hier grâce à @Remioud   #OMFCGB",2021-08-16T12:09:38.000Z,561.0,1000.0,4000.0,,fr,0
"Ce sourire !Nous travaillons chaque jour, dans plus de 190 pays, pour que chaque enfant grandisse en aussi bonne santé et heureux que cette petite fille.Malgré la #COVID19 , les conflits ou le changement climatique , nous n’abandonnons jamais.Merci pour votre soutien .",2021-12-30T06:00:00.000Z,,9.0,27.0,,fr,1
"Le saviez-vous ? On l’oublie souvent mais l’Afrique est le continent le plus affecté par le changement climatique .Augmentation continue des températures, accélération de l’élévation du niveau de la mer, inondations, glissements de terrain et sécheresses... #DontLookUp",2021-12-30T11:33:48.000Z,14.0,201.0,546.0,,fr,0
"Fin décembre, quand le thermomètre approche les 20° dans le sud de la France, certains médias illustrent leurs articles avec des images de gens à la plage. Essayons plutôt de prendre conscience de ce que nous disent les scientifiques: le changement climatique est dangereux!",2021-12-29T10:27:18.000Z,4.0,103.0,385.0,,fr,0
"  Changement climatique (CC): L’ANACIM expose aux élus les enjeux : Le #MEDD à travers le projet d'appui au Plan National d'Adaptation organise un atelier de formation des élus (Assemblée Nationale, CESE, HCCT et UAEL) sur les enjeux et défis des CC du 29 au 30 déc 2021.",2021-12-29T21:13:05.000Z,,2.0,16.0,,fr,0
"Mais, vous l'aurez tous deviné, le message va bien au delà de l'astronomie et parle de l'inaction des gouvernements face à une menace réelle: le changement climatique . Quand des scientifiques tirent la sonnette d'alarme, il est important de les écouter!",2021-12-29T10:27:17.000Z,6.0,52.0,384.0,,fr,0
"J'ai toujours trouvé cette citation intéressante. Dans le contexte du changement climatique , elle est très pertinente. @illuminemNews",2021-12-28T17:28:00.000Z,2.0,9.0,65.0,,fr,1
Déjeuner en terrasse et pourquoi pas une sieste ? J'adore certains aspects du changement climatique !  Mais je me souviens étant gamin on pouvait jouer dehors à noel!,2021-12-30T13:40:50.000Z,2.0,,1.0,,fr,1
"APPEL AUX DONS / CROWDFUNDING  https:// Nous soutenir, c'est nous donner l'opportunité de mieux faire connaître les enjeux du changement climatique et de la démarche scientifique à travers nos projets de sensibilisation et de pédagogie, mais aussi  1/N",2021-12-29T18:03:45.000Z,1.0,2.0,3.0,,fr,1
C’est fou comment les gens ont confiance en notre capacité à endiguer la montée des eaux due au changement climatique (non).,2021-12-30T20:36:32.000Z,,2.0,4.0,,fr,0
Nutrition Sécurité alimentaire Changement climatique  Agriculture durable Biodiversité...Les légumineuses contribuent à améliorer tous ces aspects. Ils sont bien plus que de simples petites graines !,2021-12-29T15:26:00.000Z,,12.0,12.0,,fr,1
Changement climatique : étude dans les eaux du «bout du monde» http://,2021-12-29T10:25:06.000Z,,,,,fr,0
"À l'ère du changement climatique , à quoi ressemblera l'agriculture de demain en Afrique ? Au Maroc, des scientifiques développent des solutions pour répondre à l'un des grands défis du continent. https:// 2/agriculture-et-defi-climatique-les-solutions-du-maroc-pour-l-afrique …",2021-12-30T17:49:24.000Z,,5.0,4.0,,fr,1
"Maliweb - Assises nationales sur l’efficacité du financement de l’agriculture et le changement climatique : Les exploitants-es agricoles familiaux déplorent le manque d’accès aux crédits, aux intrants, à l’équipement, à la terre, aux... https://",2021-12-30T09:45:55.000Z,,,,,fr,0
Changement climatique : les journalistes doivent enquêter sur l'affaire du siècle https://,2021-12-29T18:21:03.000Z,,3.0,1.0,,fr,0
"Cher @TwitterFrance pourquoi ce tweet de @StacyAlgrain sur le changement climatique est-il catégorisé en ""Films de science-fiction et fantasy"" ? Oui oui, je sais elle a mis #DontLookUp mais ce n'est pas une raison...",2021-12-28T23:19:11.000Z,,,,,fr,0
"Au Chili, des scientifiques étudient le changement climatique dans les eaux du ""bout du monde"" https://",2021-12-30T15:29:35.000Z,,,1.0,,fr,0
"Au Chili, des scientifiques étudient le changement climatique dans les eaux du ""bout du monde"" https://",2021-12-30T15:34:04.000Z,,,2.0,,fr,0
"Il est devenu évident que la stratégie ZéroCovid, tentant d'éliminer totalement l'épidémie dans un pays, est vouée à l'échec tant que le virus continue à circuler dans les pays voisins. Alors pourquoi tant de gens font la même erreur pour le changement climatique ?",2021-12-30T14:47:51.000Z,,,6.0,,fr,0
